Link,Tiêu đề,Địa chỉ,Mức giá,Giá/m²,Số phòng ngủ,Huyện,Diện tích,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số toilet,Pháp lý,Latitude,Longitude
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-nghia-tru-prj-the-crown-vinhomes-ocean-park-3/chiet-khau-cao-nhat-01-can-pho-bien-canh-ho-cat-trang-mat-tien-6m-chi-9-x-ty-so-luong-cuc-it-pr40459722?c=d1,"CK23% + Quỹ thưởng Căn góc, áp góc ""Shop Vịnh Thiên Đường cổng biển, đg 30m"" Ocean Park3 0346 748 ***","Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên","8,6 tỷ","~143,33 triệu/m²",,Văn Giang,60 m²,7 m,,,,5 tầng,,Sổ đỏ/ Sổ hồng,20.9414844512939,105.956901550293
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-xuan-quan-prj-haven-park-residences/chinh-chu-ban-3png-ngu-2wc-eco-du-noi-that-86m2-view-biet-thu-dao-4ty480-pr40866733,Chính chủ bán căn hộ 3 phòng ngủ 2WC Haven Park Ecopark đủ nội thất 86m2 view Biệt Thự Đảo 4tỷ480,"Dự án Haven Park Residences, Xã Xuân Quan, Văn Giang, Hưng Yên","4,48 tỷ","~52,09 triệu/m²",3 phòng,Văn Giang,86 m²,,,,,,2 phòng,Hợp đồng mua bán,20.962055206298828,105.93180084228516
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-nghia-tru-prj-the-crown-vinhomes-ocean-park-3/ban-xe-khe-tieu-hoan-thien-2-tang-112m2-gia-11-2-ty-tai-pho-bien-3-pr40434978,"Bán xẻ khe tiểu biệt thự hoàn thiện 2 tầng 112m2 giá 11,4 tỷ tại Phố Biển Vinhomes Ocean Park 3","Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên","11,4 tỷ","~101,79 triệu/m²",6 phòng,Văn Giang,112 m²,7 m,20 m,Đông - Nam,Đông - Nam,5 tầng,6 phòng,Sổ đỏ/ Sổ hồng,20.9414844512939,105.956901550293
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-nghia-tru-prj-the-crown-vinhomes-ocean-park-3/doc-quyen-can-vtd-2-24-dt-54m-204-1m2-xay-dung-gia-chi-tu-36tr-m2-chiet-khau-14-pr40870787,Độc quyền căn VTĐ 2 - 24 liền kề DT 54m2 - 204.1m2 xây dựng giá chỉ từ 36tr/m2 chiết khấu 14%,"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên","7,48 tỷ","~138,46 triệu/m²",6 phòng,Văn Giang,54 m²,4 m,13 m,Đông - Bắc,Đông - Bắc,5 tầng,6 phòng,Sổ đỏ/ Sổ hồng,20.941484451293945,105.95690155029297
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-nghia-tru-prj-the-crown-vinhomes-ocean-park-3/sieu-vip-sh-pho-bien-can-goc-xe-khe-140m2-gia-17-ty-2-mat-tien-duong-20m-doi-dien-43-toa-chung-cu-pr40469899,"Siêu Vip SH Phố Biển căn góc xẻ khe 140m2 giá 16,8 tỷ 2 mặt tiền đường 20m đối diện 43 toà chung cư","Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên","16,8 tỷ",~120 triệu/m²,6 phòng,Văn Giang,140 m²,7 m,20 m,Đông - Nam,Đông - Nam,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,20.9414844512939,105.956901550293
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-xuan-quan-prj-the-fibonan-ecopark/booking-1pn-43m2-full-noi-that-cao-cap-tai-tra-truoc-520tr-htls-0-24-thang-pr40445099,"Bán căn 2PN 2WC 65m2 view biệt thự đảo tầng cao tại Ecopark - Giá bán chỉ 3,6 tỷ - có HTLS 0% 18th","Dự án The Fibonan Ecopark, Xã Xuân Quan, Văn Giang, Hưng Yên","3,6 tỷ","~55,38 triệu/m²",2 phòng,Văn Giang,65 m²,,,Tây - Nam,Đông - Bắc,,2 phòng,Hợp đồng mua bán,20.962055206298828,105.93180084228516
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-nghia-tru-prj-the-crown-vinhomes-ocean-park-3/ban-vinh-thien-duong-1-07-xay-5-tang-dien-tich-60m2-doi-dien-cong-vien-vinh-bien-pr40870618,"Bán liền kề Vịnh Thiên Đường 1 - 07 xây 5 tầng diện tích 60m2, đối diện công viên Vịnh Biển","Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên","7,86 tỷ",~131 triệu/m²,5 phòng,Văn Giang,60 m²,5 m,5 m,Tây - Nam,Đông - Bắc,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,20.941484451293945,105.95690155029297
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-xuan-quan-prj-the-fibonan-ecopark/mo-ban-cao-cap-chiet-khau-7-htls-0-24th-qua-tang-80tr-pr40602778,"Mở bán tầng mới dự án The Fibonan - Ecopark, chiết khấu 6%, HTLS 0% 18th, quà tặng 80tr","Dự án The Fibonan Ecopark, Xã Xuân Quan, Văn Giang, Hưng Yên","2,7 tỷ","~48,21 triệu/m²",2 phòng,Văn Giang,56 m²,,,,,,1 phòng,Hợp đồng mua bán,20.962055206298828,105.93180084228516
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-xuan-quan-prj-aqua-bay-sky-residences/ban-pentuse-141m-tai-ecopark-toa-lake-noi-that-sang-trong-san-vuon-ca-koi-pr40668092,"Bán căn penthouse 141m2 tại Ecopark - Tòa Lake, Aqua Bay - Nội thất sang trọng, sân vườn, hồ cá Koi","Dự án Aqua Bay Sky Residences, Xã Xuân Quan, Văn Giang, Hưng Yên","10,9 tỷ","~77,31 triệu/m²",4 phòng,Văn Giang,141 m²,,,,,,4 phòng,Sổ đỏ/ Sổ hồng,20.954893112182617,105.93976593017578
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-xuan-quan-prj-haven-park-residences/ban-2n-2wc-havenpark-nha-du-do-gia-ban-3-220tr-bao-phi-lh-pr40870539,"Bán 2PN 2WC Haven Park, nhà đủ đồ, giá bán 3,22 tỷ bao phí, LH 0948 014 ***","Dự án Haven Park Residences, Huyện Văn Giang, Hưng Yên","3,22 tỷ","~55,52 triệu/m²",2 phòng,Văn Giang,58 m²,,,,Bắc,,2 phòng,,20.962055,105.9318
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hung-prj-the-empire-vinhomes-ocean-park-2/-t3-2024-quy-hang-tu-lap-song-lap-gia-tot-nhat-2-pr39362107,"(Cắt lỗ giá 8.3 tỷ) liền kề, shophouse 91m2 dự án Vinhomes Ocean Park 2","Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên","8,3 tỷ","~91,21 triệu/m²",6 phòng,Văn Giang,91 m²,,,,,5 tầng,,,20.9424362182617,105.955299377441
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truc-1-xa-xuan-quan-prj-chung-cu-sky-oasis/studio-full-do-gia-1-6-ti-bao-phi-moi-lien-he-de-tro-them-tng-tin-va-xem-nha-pr40870507,"Studio full đồ giá 1,6 tỷ bao phí, mời liên hệ: 0867 966 *** để hỗ trợ thêm thông tin và xem nhà","Dự án Chung cư Sky Oasis, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên","1,6 tỷ","~55,17 triệu/m²",1 phòng,Văn Giang,29 m²,,,Đông - Nam,Tây - Bắc,,1 phòng,Sổ đỏ/ Sổ hồng,20.968969345092773,105.92005157470703
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-nghia-tru-prj-the-crown-vinhomes-ocean-park-3/vinh-thien-duong-78m2-mat-tien-6m-gia-10-3-ty-sat-bien-grand-world-gia-tot-nhat-du-an-vin-ocp3-pr40733730,"Vịnh Thiên Đường 78m2 mặt tiền 6m giá 10,3 tỷ sát biển, Grand World giá tốt nhất dự án Vin OCP3","Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên","10,3 tỷ","~132,05 triệu/m²",6 phòng,Văn Giang,78 m²,6 m,20 m,Đông - Nam,Đông - Nam,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,20.9414844512939,105.956901550293
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-xuan-quan-prj-swan-lake-onsen-residences/chinh-chu-gui-ban-nhanh-1-phong-ngu-khu-ecopark-pr40805541,Chính chủ gửi bán nhanh căn 1 phòng ngủ khu Onsen Ecopark,"Dự án Swan Lake Onsen, Xã Xuân Quan, Văn Giang, Hưng Yên",Thỏa thuận,,1 phòng,Văn Giang,32 m²,,,Đông - Bắc,Tây - Nam,,1 phòng,Đang chờ sổ,20.968969345092773,105.92005157470703
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-phung-cong-prj-westbay-sky-residences-ecopark/-45m2-full-do-tang-trung-view-song-ng-gia-ban-1-x-ti-bao-phi-l-he-pr40870176,"Căn hộ 45m2 full đồ tầng trung view sông Hồng, giá bán: 1, x tỷ bao phí. L/hệ: 0867 966 ***","Dự án Westbay Sky Residences - Ecopark , Xã Phụng Công, Văn Giang, Hưng Yên","1,89 tỷ",~42 triệu/m²,1 phòng,Văn Giang,45 m²,,,Đông - Nam,Tây - Bắc,,1 phòng,Sổ đỏ/ Sổ hồng,20.951030731201172,105.9259262084961
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-rung-thong-xa-xuan-quan-prj-the-fibonan-ecopark/bao-yagi-voi-gia-cuc-soc-ch-2pn-chi-nhinh-3-x-ty-ls-0-18t-ck-6-free-pdv-2-nam-pr40870246,"Bão Yagi với giá cực sốc The Fibonan CH 2PN chỉ nhỉnh 3,x tỷ, LS 0% 18T, CK 6%, free PDV 2 năm","Dự án The Fibonan Ecopark, Đường Rừng Thông, Xã Xuân Quan, Văn Giang, Hưng Yên","3,5 tỷ","~53,03 triệu/m²",2 phòng,Văn Giang,66 m²,,,Đông - Nam,Tây - Bắc,,2 phòng,,20.962055206298828,105.93180084228516
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-xuan-quan-prj-sol-forest-ecopark/ban-45m-solforest-full-noi-that-tang-trung-gia-2-x-ti-bao-phi-lien-he-pr40870327,"Bán căn hộ 45m2 Sol Forest full nội thất, tầng trung giá: 2,x tỷ bao phí, liên hệ: 0867 966 ***","Dự án Sol Forest Ecopark, Xã Xuân Quan, Văn Giang, Hưng Yên",Thỏa thuận,,1 phòng,Văn Giang,45 m²,,,Bắc,Tây,,1 phòng,Sổ đỏ/ Sổ hồng,20.962055206298828,105.93180084228516
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hung-prj-the-empire-vinhomes-ocean-park-2/duy-nhat-co-xanh-56m2-gia-chi-6-9-ty-pr40870036,"Duy nhất liền kề Cọ Xanh 56m2, giá chỉ 6,9 tỷ","Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên","6,9 tỷ","~123,21 triệu/m²",,Văn Giang,56 m²,,13 m,,,,,,20.94243621826172,105.9552993774414
https://batdongsan.com.vn/ban-dat-xa-lien-nghia/dan-kim-gia-chua-toi-2-ti-giap-duong-tinh-205-pr40870027,"Đan Kim Liên Nghĩa giá chưa tới 2 tỷ, giáp đường Tỉnh 205","Xã Liên Nghĩa, Văn Giang, Hưng Yên",Thỏa thuận,,,Văn Giang,73 m²,,,,,,,Sổ đỏ/ Sổ hồng,20.914088549121,105.934488300771
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-xuan-quan-prj-the-fibonan-ecopark/quy-moi-nhieu-qua-tang-hap-dan-chi-tu-3-9-ty-3pn-chsach-thanh-toan-uu-dai-pr40827021,"Quỹ mới căn hộ The Fibonan, nhiều quà tặng hấp dẫn chỉ từ 3,9 tỷ/căn 3PN. Chsách thanh toán ưu đãi","Dự án The Fibonan Ecopark, Xã Xuân Quan, Văn Giang, Hưng Yên","3,9 tỷ","~49,37 triệu/m²",3 phòng,Văn Giang,79 m²,,,,,,2 phòng,Hợp đồng mua bán,20.962055206298828,105.93180084228516
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truc-1-xa-xuan-quan-prj-khu-do-thi-ecopark/-chinh-chu-gia-dinh-toi-ban-duplex-cao-cap-150m2-full-view-song-hong-cuc-dep-pr40846312,"(Chính chủ) Gia đình tôi cần bán căn Duplex cao cấp 150m2 Ecopark full đồ, view sông Hồng cực đẹp","Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên","9,2 tỷ","~61,33 triệu/m²",3 phòng,Văn Giang,150 m²,,,,,,3 phòng,Sổ đỏ/ Sổ hồng,20.97422218322754,105.9221420288086
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-xuan-quan-prj-the-fibonan-ecopark/truc-tiep-cdt-ban-gia-tot-nhat-mua-o-hay-dau-tu-chi-tu-850tr-ls-0-full-tu-bep-dieu-a-pr40164078,Trực tiếp CĐT bán căn hộ giá tốt nhất mua ở hay đầu tư chỉ từ 850tr + LS 0% full tủ bếp + điều hòa,"Dự án The Fibonan Ecopark, Xã Xuân Quan, Văn Giang, Hưng Yên","2,8 tỷ","~47,61 triệu/m²",2 phòng,Văn Giang,"58,81 m²",,,,,,2 phòng,HĐ,20.9620552062988,105.931800842285
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-xuan-quan-prj-the-fibonan-ecopark/em-giang-pkd-chia-se-6-yeu-to-hoi-tu-tai-ck-7-gtch-htls-0-24th-qua-tan-gia-100tr-pr40588012,"Em Giang PKD chia sẻ 6 yếu tố hội tụ tại The Fibonan,căn 3N 79m2 CK 7%,HTLS 0% 24th, tân gia 100tr","Dự án The Fibonan Ecopark, Xã Xuân Quan, Văn Giang, Hưng Yên","3,9 tỷ","~49,37 triệu/m²",3 phòng,Văn Giang,79 m²,,,Đông - Nam,Đông - Nam,,2 phòng,Sổ đỏ/ Sổ hồng,20.9620552062988,105.931800842285
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-cuu-cao-prj-the-fibonan-ecopark/ban-2pn-dep-nhat-du-an-ban-cong-dong-nam-view-song-san-golf-3-5ty-htls-0-ck6-60-trieu-pr40796423,"Bán căn 2PN đẹp nhất dự án ban công Đông Nam view sông, sân golf 3.5tỷ, HTLS 0%, CK 6% + 60 triệu","Dự án The Fibonan Ecopark, Xã Cửu Cao, Văn Giang, Hưng Yên","3,5 tỷ","~51,47 triệu/m²",2 phòng,Văn Giang,68 m²,,,Tây - Bắc,Đông - Nam,,2 phòng,HĐMB,20.9620552062988,105.931800842285
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-xuan-quan-prj-the-fibonan-ecopark/em-giang-pkd-chu-dau-tu-chi-600tr-so-huu-ngay-2pn-ck-9-htls-0-trong-24th-qua-tang-25tr-pr39641609,"Em Giang PKD chủ đầu tư giảm ngay 300tr căn hộ 2PN CK 9%, HTLS 0% trong 24th, quà tặng tân gia 45tr","Dự án The Fibonan Ecopark, Xã Xuân Quan, Văn Giang, Hưng Yên","3,1 tỷ","~47,69 triệu/m²",2 phòng,Văn Giang,65 m²,,,Đông - Nam,Đông - Nam,,2 phòng,Sổ đỏ/ Sổ hồng,20.962055206298828,105.93180084228516
https://batdongsan.com.vn/ban-dat-xa-dong-tao/346m2-duong-xe-tai-gan-song-mat-tien-13-35m-thich-hop-dau-tu-de-o-pr40746970,"346m2 đường xe tải gần sông, mặt tiền 13,35m thích hợp đầu tư để ở","Xã Đông Tảo, Khoái Châu, Hưng Yên",11 triệu/m²,"~3,81 tỷ",,Khoái Châu,346 m²,"13,35 m",,,,,,Sổ đỏ,20.8916905596844,105.955354983578
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-truc-1-xa-xuan-quan-prj-khu-do-thi-ecopark/tong-dien-ban-nhanh-don-lap-319-m2-36-5-ty-pr40583999,"Tống Diễn 0944 866 ***. Bán nhanh biệt thự đơn lập Ecopark, 319 m2, 36.5 tỷ","Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên","36,5 tỷ","~114,42 triệu/m²",4 phòng,Văn Giang,319 m²,18 m,6 m,Tây - Nam,,3 tầng,4 phòng,Sổ đỏ/ Sổ hồng,20.9742221832275,105.922142028809
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-truc-1-xa-xuan-quan-prj-khu-do-thi-ecopark/tong-dien-ban-gap-tho-20-5-ty-pr39820802,"Tống Diễn 0944 866 ***. Bán song lập Vườn Tùng Ecopark, nhà thô, hoàn thiện mặt ngoài, giá chuẩn","Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên",22 tỷ,"~135,8 triệu/m²",4 phòng,Văn Giang,162 m²,20 m,6 m,Đông - Nam,,3 tầng,4 phòng,Sổ đỏ/ Sổ hồng.,20.97422218322754,105.9221420288086
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-truc-1-xa-xuan-quan-prj-khu-do-thi-ecopark/tong-dien-ban-nhanh-don-lap-gia-re-nhat-truong-pr40472795,"Tống Diễn 0944 866 ***. Bán nhanh biệt thự đơn lập Ecopark, giá rẻ nhất thị trường","Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên",67 tỷ,"~118,17 triệu/m²",4 phòng,Văn Giang,567 m²,20 m,6 m,Tây - Nam,,3 tầng,4 phòng,Sổ đỏ/ Sổ hồng,20.97422218322754,105.9221420288086
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-xuan-quan-prj-haven-park-residences/ban-chcc-3-phong-ngu-re-nhat-eco-dien-tich-thong-thuy-79m2-pr40715793,"Bán CHCC 3 phòng ngủ rẻ nhất Haven Park, Ecopark. Diện tích thông thủy 79m2","Dự án Haven Park Residences, Xã Xuân Quan, Văn Giang, Hưng Yên","3,95 tỷ",~50 triệu/m²,3 phòng,Văn Giang,79 m²,,,,,,2 phòng,Hợp đồng mua bán,20.9620552062988,105.931800842285
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-nghia-tru-prj-the-crown-vinhomes-ocean-park-3/quy-can-doc-quyen-gia-cu-chua-tang-gia-chiet-khau-ve-o-som-tang-vang-tan-gia-tang-voucher-vinmec-pr40858805?c=d1,Cần bán căn xẻ khe mặt tiền 8m cạnh đường lớn gần các đại tiện ích của đô thị gần các tòa chung cư,"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên","10,5 tỷ","~116,67 triệu/m²",,Văn Giang,90 m²,6 m,13 m,Đông - Nam,Đông - Nam,5 tầng,,Hợp đồng mua bán,20.941484451293945,105.95690155029297
https://batdongsan.com.vn/ban-dat-thi-tran-van-giang/-ngo-oto-gia-1x-tr-can-thanh-khoan-gap-pr39466094,90m2 mặt 377 đấu giá cl2 - giáp dự án Xuân Cầu cần thanh khoản,"Thị trấn Văn Giang, Văn Giang, Hưng Yên",Thỏa thuận,,,Văn Giang,90 m²,5 m,"7,5 m",Nam,,,,,20.9325637333655,105.927595245398
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-truc-1-xa-xuan-quan-prj-khu-do-thi-ecopark/ban-nhanh-can-don-lap-gia-re-nhat-tai-gia-38ty-pr40611284,Bán nhanh căn biệt thự đơn lập giá rẻ nhất tại Ecopark - Giá 38Tỷ,"Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên",38 tỷ,"~117,28 triệu/m²",4 phòng,Văn Giang,324 m²,,,Đông - Bắc,Đông - Bắc,3 tầng,4 phòng,Sổ đỏ/ Sổ hồng,20.97422218322754,105.9221420288086
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-xuan-quan-prj-ecopark-grand-the-island/ban-dao-475m2-pr40418120,Bán Biệt Thự Đảo - Grand Island Ecopark 475m2,"Dự án Ecopark Grand, Xã Xuân Quan, Văn Giang, Hưng Yên",195 triệu/m²,"~92,62 tỷ",4 phòng,Văn Giang,475 m²,,,Tây - Bắc,Đông - Nam,3 tầng,4 phòng,Sổ đỏ/ Sổ hồng,20.962055206298828,105.93180084228516
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-xuan-quan-prj-ecopark-grand-the-island/ban-dao-300m2-view-ho-dong-nam-re-nhat-thi-truong-pr40461300,Bán biệt thự đảo - 300m2 view hồ Đông Nam rẻ nhất thị trường,"Dự án Ecopark Grand, Xã Xuân Quan, Văn Giang, Hưng Yên",60 tỷ,~200 triệu/m²,5 phòng,Văn Giang,300 m²,,,Tây - Bắc,Đông - Nam,3 tầng,5 phòng,,20.962055206298828,105.93180084228516
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-truc-1-xa-xuan-quan-prj-khu-do-thi-ecopark/ban-don-lap-38ty-pr40441210,Bán biệt thự đơn lập Ecopark 38 tỷ,"Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên",38 tỷ,"~117,28 triệu/m²",,Văn Giang,324 m²,,,Đông - Bắc,,3 tầng,,Sổ đỏ/ Sổ hồng.,20.97422218322754,105.9221420288086
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-xuan-quan-prj-ecopark-grand-the-island/ban-can-dao-can-song-lap-300m2-tai-ecopark-pr40610180,Bán căn biệt thự đảo - căn song lập 300m2 tại Ecopark,"Dự án Ecopark Grand, Xã Xuân Quan, Văn Giang, Hưng Yên",198 triệu/m²,"~59,4 tỷ",5 phòng,Văn Giang,300 m²,10 m,20 m,Tây - Bắc,Đông - Nam,3 tầng,4 phòng,Sổ đỏ/ Sổ hồng,20.9620552062988,105.931800842285
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-truc-1-xa-xuan-quan-prj-khu-do-thi-ecopark/22-5ty-song-lap-ecopark-pr40267640,"22,5 tỷ - Biệt thự song lập Ecopark","Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên","22,5 tỷ","~138,89 triệu/m²",,Văn Giang,162 m²,,,Đông,Đông - Nam,3 tầng,,Sổ đỏ/ Sổ hồng,20.97422218322754,105.9221420288086
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-nghia-tru-prj-the-crown-vinhomes-ocean-park-3/chinh-chu-cat-lo-thoi-dai-16-doi-dien-chung-cu-dien-tich-75m2-gia-9-ty-lien-he-pr40133609,"Chính chủ cắt lỗ Thời Đại 16 đối diện chung cư, diện tích 75m2, giá 9 tỷ, liên hệ: 0379 132 ***","Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",9 tỷ,~120 triệu/m²,,Văn Giang,75 m²,5 m,13 m,,,5 tầng,,Sổ đỏ/ Sổ hồng,20.9414844512939,105.956901550293
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hung-prj-the-empire-vinhomes-ocean-park-2/toi-can-ban-cat-lo-don-lap-dao-dua-view-ho-dien-tich-208m2-gia-35-ty-co-ong-luong-pr40067121,"Tôi cần bán cắt lỗ biệt thự đơn lập Đảo Dừa view hồ, diện tích 208m2, giá 29,5 tỷ có thương lượng","Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên","29,5 tỷ","~141,83 triệu/m²",8 phòng,Văn Giang,208 m²,,,Đông - Nam,,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,20.9424362182617,105.955299377441
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-nghia-tru-prj-the-crown-vinhomes-ocean-park-3/toi-can-ban-gap-bien-2-dien-tich-100m2-co-2-mat-duong-doi-dien-40-toa-chung-cu-pr40690039,"Tôi cần bán gấp shophouse Phố Biển 2, diện tích 100m2 có 2 mặt đường, đối diện 40 toà chung cư","Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",12 tỷ,~120 triệu/m²,7 phòng,Văn Giang,100 m²,5 m,20 m,Đông,,5 tầng,6 phòng,Sổ đỏ/ Sổ hồng,20.941484451293945,105.95690155029297
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hung-prj-the-empire-vinhomes-ocean-park-2/ban-gap-song-lap-san-ho-view-ho-doi-dien-littel-hong-kong-goc-30-ty-gia-ban-20-8-ty-pr40162301,"Bán gấp song lập San Hô view hồ, đối diện Littel Hong Kong, gốc 30 tỷ giá bán 20,8 tỷ, 0379 132 ***","Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên","20,8 tỷ","~89,27 triệu/m²",,Văn Giang,233 m²,,,,,,,Sổ đỏ/ Sổ hồng,20.94243621826172,105.9552993774414
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-nghia-tru-prj-the-crown-vinhomes-ocean-park-3/chinh-chu-can-ban-can-bien-100m2-dong-2-mat-tien-gan-ngay-sat-grand-world-gia-17-5-ty-bp-pr40691243,"Chính chủ cần bán căn Phố Biển 100m2, dòng 2 mặt tiền, gần ngay sát Grand World, giá 17,5 tỷ bp","Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên","17,5 tỷ",~175 triệu/m²,7 phòng,Văn Giang,100 m²,,20 m,,,5 tầng,8 phòng,Sổ đỏ/ Sổ hồng,20.941484451293945,105.95690155029297
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-xuan-quan-prj-ecopark-grand-the-island/ban-nhanh-can-don-lap-dao-gia-hap-dan-nhat-thi-truong-pr40610227,"Bán nhanh căn đơn lập biệt thự đảo Ecopark, giá hấp dẫn nhất thị trường","Dự án Ecopark Grand, Xã Xuân Quan, Văn Giang, Hưng Yên",195 triệu/m²,"~92,82 tỷ",6 phòng,Văn Giang,476 m²,15 m,20 m,Tây - Bắc,Đông - Nam,,5 phòng,Sổ đỏ/ Sổ hồng,20.962055206298828,105.93180084228516
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-truc-1-xa-xuan-quan-prj-khu-do-thi-ecopark/chu-ban-can-song-lap-re-t-22-5ty-pr40513271,"Chủ nhà bán căn biệt thự song lập rẻ nhất Ecopark 22,5tỷ","Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên","22,5 tỷ","~138,89 triệu/m²",3 phòng,Văn Giang,162 m²,,,Đông,Đông,3 tầng,3 phòng,Sổ đỏ/ Sổ hồng,20.97422218322754,105.9221420288086
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truc-1-xa-xuan-quan-prj-chung-cu-sky-oasis/-studio-xinh-xan-toa-tim-chu-moi-gia-ban-1-65-ty-du-noi-that-pr40869964,"Căn hộ studio xinh xắn tòa Sky Oasis cần tìm chủ mới. Giá bán 1,65 tỷ đủ nội thất","Dự án Chung cư Sky Oasis, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên","1,65 tỷ","~56,9 triệu/m²",,Văn Giang,29 m²,,,,Tây - Nam,,1 phòng,Sổ đỏ/ Sổ hồng,20.968969345092773,105.92005157470703
